		Distribution = Normal 
Sequence length = 10000
Seed = 5678
Calculate Descriptive Statistics
Calculate Quantile. p = 0.95
NormalGen. Mean = 0 StdDev = 30

Descriptive Statistic results: 
#samples = 10000, min = 24.809784, max = 262.922974, sum = 1352063.750000, mean = 135.206375, variance = 916.017883, sd = 30.265787

pQuantile results: 
#samples = 10000, threshold = 0.95, p-quantile = 184.31

Continuous Histogram results: 
0	0
10	0
20	2
30	6
40	21
50	45
60	91
70	167
80	338
90	542
100	802
110	1046
120	1321
130	1273
140	1213
150	1060
160	835
170	545
180	350
190	343

#intervals = 20, width = 10.000000, numSamples = 10000 
#maxSample = 262.922974, maxValue = 200.000000, 
#minSample = 24.809784, minValue = 0.000000 



Cumulative Histogram with derived results; #intervals = 20
85.49755096	0.0008222415345
97.00454712	0.00433649309
103.9240646	0.007225935347
109.8713684	0.008423984982
114.7639694	0.01021951903
119.450264	0.01066940185
123.4132538	0.0126167275
127.3286591	0.01277009118
130.9197388	0.01392335072
134.8986664	0.01256621163
138.8073578	0.01276641898
142.8298035	0.01243028231
147.0557251	0.01183171012
151.1782837	0.01215263363
155.7558136	0.010922933
160.7209473	0.0100500742
166.6747131	0.008398057893
173.8055267	0.007011825684
183.7529755	0.005036462564
262.9229736	0.0006302893162


Cumulative Histogram with cumulative results; #intervals = 20
24.80978394	0.0001999999949
85.49755096	0.05009999871
97.00454712	0.1000000015
103.9240646	0.150000006
109.8713684	0.2001000047
114.7639694	0.2500999868
119.450264	0.3000999987
123.4132538	0.3501000106
127.3286591	0.4000999928
130.9197388	0.4501000047
134.8986664	0.5001000166
138.8073578	0.5500000119
142.8298035	0.6000000238
147.0557251	0.6499999762
151.1782837	0.7001000047
155.7558136	0.7501000166
160.7209473	0.8000000119
166.6747131	0.8500000238
173.8055267	0.8999999762
183.7529755	0.9501000047
262.9229736	1
